marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	23817791	R1OBZ6FOALC7KQ	B01427DG52	428972463	Zoozie LA Women's Racerback Maxi Dress Sleeveless	Apparel	5	0	0	N	N	Beautiful dress and very slimming	I am living in maxi dresses now that I just delivered a few months ago and my body isn't exactly fitting into all of my pre pregnancy clothes.  Nothing is more devastating then putting on my favorite pair of jeans, jumping around the house trying to get them to zip and button up, and they just wont, at least not yet.  I like the femininity of a maxi dress, with the comfort of not squeezing my waist into something and making myself look larger than I really am with a muffin top.  I was a bit nervous with this maxi dress since its horizontal stripes that would make me appear larger than I am.  Regardless, I love maxi dresses and figured I'd try it and maybe when I lost more weight I'd love it more.  So the dress arrives and like a kid on Christmas morning, I rush to my room to try it on right away, it fit me perfectly.  I have a large bust of 38D/DD, so dresses don't always fit me as I'd like them to in the bust area.  the maxi dress is so comfortable and thick unlike many dresses I've bought that were too tight and so thin that they were almost see through.  The dress is beautiful, soft and casual yet elegant.  Now my only con with this dress is that it comes to my ankles.  I normally like my maxi dresses to fall to my feel but this one doesn't, but I presume that due to my large bust that it possible rides up a bit higher than an average busted woman's dress would.  Now just because its at my ankles doesn't mean its not just as beautiful and elegant, it actually will keep it from ripping at the bottom, and I can also show off some cute sandals with it.  This dress is perfect for spring, summer, or fall pairing it with a cute jean jacket or something for the cooler nights.  I got the Navy and Teal striped dress and the colors are beautiful.  The stitching is done to perfection, with no loose threads.  I love the material of the dress that is 49% polyester, 48% rayon, and 3% spandex. I presume this would shrink in the dryer and since its already a bit short on me, I hand washed mine and hung dried it as the care tag suggested or this can also be dry cleaned.  I love this dress and wore it to my nephews birthday party this past weekend and received many compliments on how beautiful the dress is and how slimming it is on me, exactly what every new mom wants to hear!  Promotional discount provided in exchange for my honest and unbiased review.	2015-08-30
US	14484806	RVDPV6O9PCKQT	B01427DDXM	428972463	Zoozie LA Women's Racerback Maxi Dress Sleeveless	Apparel	5	0	0	N	N	AMAZING Maxi Dress!	I am so impressed with this dress.  The material is so soft and has the perfect amount of stretch making it fitted but not stuck to every imperfection!  I am in between a small and medium.  I am 5'4 126 lbs and I choose the small.  It is such a great fit and length.  I love the scoop neck line and the racerback back.  You can easily wear a racerback or strapless bra.  The seam down the back of the dress is very flattering on your backside. I will get a ton of use out of this dress.  I plan on wearing it the rest of summer and throwing  a denim  jacket over it in the fall. I did receive this at a promotional discount for my honest unbiased review.  I love it so much I will be purchasing another one.	2015-08-27
US	12318616	RO8JSI3DLRKGD	B01427CSJ2	428972463	Zoozie LA Women's Racerback Maxi Dress Sleeveless	Apparel	5	0	0	N	N	Beautiful Racerback Maxi Dress, very stylish!	This Racerback Maxi Dress With Stripes is my new favorite dress!<br />It arrived on time and in perfect condition.<br /><br />This dress is amazing for so many reasons:<br /><br />*Trendy- Very in style<br />*Length-Modest yet still stylish<br />*Stripes-Flattering and in a nice neutral tone<br />*The racerback cut- Very flattering, makes your back and arms look nice<br /><br />The material the dress is made out of is SO soft!<br />It is a blend but feels like a nice soft, thick cotton.<br />Very comfortable on, the dress fits nicely, the straps do not fall, or gape.<br />The stitching is all well done, this dress is high quality.<br />Very well made, you can see the craftsmanship is there, up close even.<br />The colors are vibrant and deep, no bleeding lines.<br />Overall a superb fit and cut! This dress is a FIVE STAR product!<br />Keeps me cool in the hot summer and stylish, a win/win!<br />I was lucky enough to receive this product in exchange for my honest and unbiased review after being given a promotional discount.	2015-08-25
US	16277800	R4777WLNLOLTS	B01427C9BY	109137771	Zoozie LA Women's Racerback Maxi Dress	Apparel	5	0	0	N	N	I loved this dress	I loved this dress!! I had no idea what to expect because you really go in blind when you purchase clothing online. But I was happily surprised! First of all, the colors were beautiful. They were bright and vibrant and really great for summer! Secondly, the fabric was so comfy and soft. The tag says its 49% Polyester, 48% Rayon & 3% Spandex. It’s also dry clean or hand wash cold. I get very warm in the summer months with the humid temperatures and this dress will be perfect because it really lets the air in and doesn’t make me overly hot like some dresses. I would highly recommend purchasing this dress!!<br />I received this product at a discount for my honest and unbiased review.	2015-08-25
US	107465	R3TN3S2EZT6V7	B01426NM66	759915682	Visokar® Adorable Baby's Headbands Girl's Hair Bows Newborn Headbands	Apparel	5	0	0	N	Y	Looks adorable on my 10 month baby's head	Looks adorable on my 10 month baby's head, it's so stretchy and have patch on the back of headband, will not leave mark on baby's head. I recommend this item	2015-08-27
US	27625346	RALFVODMPPI3R	B014237B3E	958847119	Lisli Fashion Men Korean Beach Hooded Casual Hoodie Sleeveless Cap T Shirt Tops (XXL, Black)	Apparel	5	0	1	N	Y	Five Stars	I live sleeveless	2015-08-23
US	50039344	R1E34SH8D24Y7W	B01420V714	67944943	Baffle "Man Child in Training" (Black Text) - White Cotton Baby Onesie	Apparel	4	0	0	N	N	Picked this one up and 'Do you even lift bro' ...	Picked this one up and 'Do you even lift bro' for my lifting friends who are expecting...it was a big hit!	2015-08-20
US	22094721	R2S1KG79DH3T1S	B01420MMH2	734616608	Vikoros Waist Cincher Tummy Belt Corset Breathable Trimmer Girdle With 4 Hooks	Apparel	4	0	0	N	N	A lot of hooks.	This is very breathable, the only issue I had were the many hooks. It was kind of a pain hooking them all, but it was slightly short on my torso, other than that, this is one of the better waist cinchers, I have tried. It isn't uncomfortable, hot or sweaty.  It really configures your frame, so no fat isn't hanging out over the sides or anything.  I am very pleased with how this looks.<br /><br />sample provided	2015-08-28
US	27625346	RCEY36SXS6M3O	B0141Q4C66	655117620	LRG Men's Pandamonium Beanie Black	Apparel	5	0	0	N	N	Five Stars	Perfect	2015-08-23
US	9936627	R1SNEHZQP84EF6	B0141PJASW	332516683	Victorious Mens Twill Jogger Pants	Apparel	4	0	0	N	Y	nice pants, just too small	nice pants, just too small. i am 5'9 187 lbs. thighs and butt are a little thick because i work out therefore the pants were small. so i will be getting a different size	2015-08-29
US	1837528	RKKV349Y6U2YC	B0141JA0GE	785440939	Fresh Tees® Brand We Are Best Friends Cause Everyone Else Sucks Matching T-Shirt Set	Apparel	5	1	1	N	N	Great Shirts	These shirts are completely awesome. The material is very strong a durable feels like they will last through many of washes. the writing is great. And you can clearly rad what it says. they are very comfortable and everyone else loves them too. I keep getting asked where did you guys get your shirts. people are surprised when we say amazon. these are perfect for me and my hunny bunny. he absolutely loved them and so do I. I received this at a discount in exchange for an honest and unbiased review! All opinions are 100% my own!	2015-08-30
US	23619	RIFHRV2Z9E55Z	B0141FVZNK	95186491	Winkine Women's Clutch- Genuine Leather Wallet - Luxury Purse Card Phone Holder	Apparel	5	7	7	N	N	It really is nice real cow leather wallet.It's good quality wallet.	This is very nice wallet. It's real leather and it feels so soft.  It should wear it nicely and it will look good with age.<br /><br />*  This wallet has many credit card slots and other slots inside to keep money or business card, etc.<br />*  It has zipper compartment and it is large enough to hold for cell phone, keys or coins, etc, so  It can be used as clutch.  It's very useful.<br />*  Also, this wallet is not too heavy and that's another plus!  (it doesn't add much weight to my purse)<br />*  All items stay inside because of button and zipper closure.<br />*  Quality workmanship--All stitching looks good and no lose threads that I saw.<br />*  The zipper is good quality<br />*  Button snaps on/off nice and tight.<br /><br />I received this in exchange for my honest review. I don't rate my review items all 5 stars unless it deserves it. After careful inspection of this wallet, I can't think of anything bad. It really is nice wallet. I love it.  I received camel color. The color is true to what you see in the photos that I attached. here.	2015-08-31
US	28236740	R1RBYZ0S83BCQ	B0141ENJJY	732754142	Winkine Women's Wallet - Genuine Leather- Luxury Clutch Leather Card Phone Holder	Apparel	5	1	2	N	N	Nice leather	Lots of credit card pockets	2015-08-31
US	808648	R2NNKCJ16X7MKR	B0141AAA9A	950931377	Womens Chevron Pattern High Waist Striped Sleeveless Long Maxi Dress	Apparel	4	0	0	N	N	Four Stars	Size was not really as expected.  Color was different as well from the picture	2015-08-26
US	19685903	R2XENR1ZGF3L9M	B01417SD92	534330001	Pamuku-10 Piece Organic Baby Clothes Gift Set Newborn Boys Essentials Gift Set	Apparel	5	0	0	N	N	Really like the fabric	Really like the fabric, have not washed yet though,but seems of good construction. I think it will run more for 6 month size than three. Cuffs have the extra piece sewn in for mitts if needed.Nice thick, soft fabric that's durable and easy to clean and, most importantly. comfy. I love dressing my twin girls in non-girlie-pastels, so I'm crazy about these footies. They are also easy to put on and take off, and run true to size.<br />I did receive this product discounted in exchange for an honest review.	2015-08-26
US	14626003	R3P6CYYZG27P2T	B01417MZG4	877240183	Peach Love Womens Empire Waist Printed Maxi Dress	Apparel	5	0	0	N	N	Five Stars	Love this dress! So comfortable and I always get compliments every time I wear it.	2015-08-28
US	107041	R3BCHELYQ0CHUF	B01411YLLM	261013347	Komene Women's Elegant Long Sleeve Open Front Drape Deisigned Trench Coat	Apparel	5	15	18	N	N	I love this coat	I love this coat! I read many reviews that stated it ran small. The sizing is correct if you do the measurements as indicated. I ordered a Medium as my shoulders are a little broad.	2015-08-27
US	25312622	RL1L1QKPFMFOZ	B01411YJ78	261013347	Komene Women's Elegant Long Sleeve Open Front Drape Deisigned Trench Coat	Apparel	1	1	11	N	N	Everytime I try to order this in L - when ...	Everytime I try to order this in L - when I get to the purchase screen it says XXXL - I want to order but not sure if I will get the wrong size	2015-08-31
US	1533206	RW7IKASJOEUDI	B014110CIS	176982592	Women Summer High Waisted Tassel Floral Tribal Beach Casual Shorts Pants	Apparel	2	0	0	N	Y	other then that they fit good but I'm probably going to end up only wearing ...	The picture was blue but I guess it's my fault I didn't see that it said black ): other then that they fit good but I'm probably going to end up only wearing them to sleep.. Make sure if you buy these you read EVERY detail	2015-08-17
US	8130849	RW6QAR2WI80WJ	B014110CIS	176982592	Women Summer High Waisted Tassel Floral Tribal Beach Casual Shorts Pants	Apparel	2	0	0	N	Y	Not happy with that	Ordered a black patterned pair, but recieved black poka dot. Not happy with that, plus the puff balls look and feel very cheap.	2015-08-20
US	27625346	R23C17JM9H1L90	B0140XGML8	219834831	Fire Loli Girl Hoodie Thick Hoody Coat Letter Print Jacket Sweatshirt M, Grey	Apparel	5	0	0	N	Y	Five Stars	Perfect	2015-08-23
US	17162238	R35PT06NWP7LDP	B0140UFQKE	555753462	Women Padded Sports Bras Push Up Seamless Fitness Workout Genie Bra	Apparel	5	30	32	N	N	This is an extremely comfortable workout bra	This is an extremely comfortable workout bra, the fabric is very stretchy and breathable.  I wear a 34b, and sized up to a large, even though my recommended size is a medium according to their size chart.  I'm glad I did, I think it would have been to tight otherwise. The size large is perfection for me. It has shaped, removable pads, and is comfortable to wear (I have been wearing it even on days I don't work out, its REALLY comfortable!! I'm wearing it right now). I have (and still use) other sports bras, but this is the most comfortable one I have tried-ever.  I was sent this one free to review, BUT I am ordering the four pack to use daily.  I love it that much! I prefer it to a regular bra because the straps don't dig in or slip off my shoulders, the band doesn't dig in, there are no itchy tags, and it supports my bust without flattening it. Here are the measurements for the size large, laid flat, measured straight across and UNstretched:<br /><br />bottom band: 12.25&#34;<br />top of shoulder strap to hem:  11.5&#34;<br />bottom band stretched: 19&#34;	2015-08-28
US	12201275	R306TUDCXPP4HZ	B0140UFIKM	555753462	Women Padded Sports Bras Push Up Seamless Fitness Workout Genie Bra	Apparel	5	2	2	N	N	Comfortable	This sports bra fits great and feels so soft. The fit is firm and does an excellent job of holding my team in place. I feel very comfortable wearing this bra.<br /><br />I received this from the seller to try in exchange for an unbiased review.	2015-08-30
US	3189743	R46HY4KRXLE9U	B0140K61UI	902682559	Vcos Titanic Rose Jump Dress Costume Victorian	Apparel	5	0	3	N	N	This is a beautiful dress I might get it when I get paid ...	This is a beautiful dress I might get it when I get paid I never thought they would have a titanic dress in my size	2015-08-29
US	5457331	R34OYQ5XRVRZY	B0140J8F4Y	8244692	Miusol Women's Scoop Neck Elegant Bow Vintage Evening Dress (Medium, Red)	Apparel	5	2	2	N	Y	Love It.	I ordered this dress and OMG I love it. Fit exactly as I like.  Love it. I will definitely purchase again. This is my new place to shop.	2015-08-31
US	20438284	R9K5HBL90JFEB	B0140J8EYA	539028458	Miusol Women's Scoop Neck Elegant Bow Vintage Evening Dress (XX-Large, Red)	Apparel	5	1	1	N	Y	Cute!	Super cute. Fits well, fabric has a stretch to it which I like. The red color is deep and pretty. Love!	2015-08-27
US	25259213	R1JQ70TXQGQ3U7	B014099Q3I	437758515	LM StyleBar Womens Graphic Knit Top	Apparel	5	0	0	N	Y	I love this outfit! The price of this top does not reflect it's high quality - I would have expected to pay more for it.	I love this outfit! I purchased the matching skirt. I love the leather detail on the shoulder and the padding in the shoulder makes it look substantial. The price of this top does not reflect it's high quality - I would have expected to pay more for it.	2015-08-30
US	158829	R3BVCRKN2N54SC	B01408HCTY	438614571	Mens ARGYLE DRESS SOCKS COTTON BLEND 6 PAIR ROYAL CLASSIC SIZE (10-13) Multi Colors	Apparel	5	4	4	N	Y	Great set of socks for a great price.	The socks came well before the estimated delivery date, and they look just as good in person as they do in the photos. They are insanely comfortable, and for the price, you'd be hard pressed to find a better deal elsewhere. Currently wearing a pair while I get ready to go to work! I will definitely be buying more in the future.	2015-08-30
US	29900050	R2QNFVG97A4G5T	B014062UWU	200723307	Noroze Womens Check Hood Plus Size Duffle Coat	Apparel	4	0	0	N	Y	I loved the coat	Item arrived so fast my head spun! I loved the coat!	2015-08-31
US	34447465	RTILXGCVDC5FF	B01400HG9I	383739435	Plus Size Women Retro Bombshell Ruched High Waist Bikini Swimwear Swimsuit(FBA)	Apparel	3	3	3	N	Y	average	quality material just not my aesthetic... the bandeau halter is not very forgiving... I would have preferred it to fit a bit tighter/firmer but this material just sort of gathers and cradles your back fat without smoothing, thus putting it on display like a 2nd set of boobs from behind. Also teal is not teal.. suit it more blue than green	2015-08-31
US	23554103	R26GWUZW22XD2T	B013ZZGA7S	777458390	Bonny Billy Little Girl's Flutter Sleeve Summer Solid Yarn Ruffle Party Dress	Apparel	4	0	0	N	N	Nice dress	My daughter though 2 years old wears 3T dresses because of her height, she is half inch short to be 3 feet. She likes to wear dresses more than pants and skirts so I always try to get some varieties for her and no matter what my 1st preference is always cotton or a dress that has a cotton lining. Coming back to this dress, it is made with a cotton lining and a net at the bottom to give it a flare. The dress is made with a chiffon like material with tiny embroidery on it, the belt comes loose with two threads. Overall the dress looks nice when worn but the color of the pink dress that I got is more like peach color. The belt has two threads to keep it in place but my daughter pulled and tore the tread within a day, so I had to stitch the belt to place else I knew it would have lost, the belt gives the dress the nice look it has and loosing would have made the dress lost its prettiness. And one more thing that I would have really like is that if the color of the dress was a little bright, it looks a little dull considering that it is a kids dress. Overall I am satisfied. **I received the dress as a promotional offer to test and use in exchange of my unbiased review.	2015-08-26
US	23554103	R3UX4AV8VKUEKC	B013ZWOYI8	929272965	Bonny Billy Little Girl's Cap-Sleeve 100% Cotton Woven Butterfly Swing Skirt Dress	Apparel	5	3	3	N	N	Love the print and the quality of the dress.	Well my daughter is going to be 2 soon but she has to wear 3T mainly because of her height, generally when she wears the 3T dresses it fits her perfectly and so did this dress. This dress made fully of cotton (except the bow, which is by the way removable) is very beautiful and looks very comfortable. It has a long zipper on the back and a belt too. The beautiful butterfly prints and the cute removable bow makes the dress beautiful and cute when my daughter wore it.  The removable bow/ flower has a safety pin attached on the back so you can decide where you want it, I liked it the way it is shown in the picture. The dress has a nice flare to it and is well made too, no hanging threads, no missing stitches either.  This dress makes a nice summer dress for regular wear. The quality of the cotton is good, not scratchy at all also the cotton is woven tightly so it is not thin material.  Overall highly satisfied and at the price I can buy more for my daughter, as she easily stains her regular wear dresses. The picture shows my daughter wearing the dress and when I told her to stand still so that I can take a picture she lied down on the floor and starting crying..Silly kids.  **I received the dress as a promotional offer in exchange of my unbiased and honest opinion.	2015-08-26
US	50038974	R3O0GFPOV76JIU	B013ZWOYI8	929272965	Bonny Billy Little Girl's Cap-Sleeve 100% Cotton Woven Butterfly Swing Skirt Dress	Apparel	5	3	3	N	N	Adorable dress!	This is an adorable dress with lots of great details.<br /><br />My daughter is 5 (almost 6), and at 44 lbs, the dress is getting a little small/short on her, but it is adorable and will go to her little sister.<br /><br />The dress has a zipper in the back, and a fabric ribbon at the waist that ties at the back.  I like that the fabric ribbon is sewn securely to the dress in the front half.  If you have ever had to fuss with a ribbon that is not attached (and goes through loops instead), it can be a hassle.<br /><br />The design of the dress is beautiful, and it fits well.  The print is really nice and there are lots of nice details.  The bottom half has a lot of fabric, so it drapes nicely and is very comfortable.<br /><br />It also comes with a flower ribbon pin if you choose to add a little extra flair to the dress.<br /><br />I received this dress in exchange for my honest opinion.  A beautiful dress and very nice to have on hand for special occasions.  Great for the first day of school!	2015-08-31
US	2396310	RN4D7AMIFYOYG	B013ZTBE8E	826684129	Angashion Women's Bohemian Feather V Neck Long Sleeve Stitching Tassels Wild Shirt	Apparel	5	0	0	N	N	Five Stars	great top for festivals! very stylish	2015-08-24
US	50039344	R2H4DL4AYBA7BQ	B013ZFDCTW	106323889	Baffle "Do You Even Lift Bro?" Black Text, White Onesie	Apparel	4	0	0	N	N	Four Stars	Perfect gift for my lifting friends that are expecting...they totally dug it!	2015-08-20
US	50533964	R32KDS460FX3V0	B013Z727DC	344319127	Make America Great Again Trump 2016 Unisex-adult Adjustable Hat Navy	Apparel	1	0	2	N	Y	One Star	Junk hat. Won't use it.	2015-08-30
US	17450265	RZIPLOPXA4HUC	B013YWCNU0	816005920	Jordan Craig Skinny Biker Denim Sz. 32X32 Vintage (JM211)	Apparel	5	0	0	N	Y	Great! Great!	Jeans were good quality & they were &#34;exactly&#34; as shown! My son loved them! True to size as well! Shipment was extremly fast & well packaged! Will shop from this conpany again! Very Pleased!	2015-08-25
US	52613890	R2XPEAPOH27AR0	B013YT880W	407423765	Ali and Muhammad @ Scouts	Apparel	5	0	0	N	N	Good overall quality, decent size options	Good range of sizes available. The picture is clear and high resolution.	2015-08-15
US	23060520	RILQS8KLCUNEM	B013YPGTJS	231693717	SAYFUT Summer Slim Fitness Fat Burner Latex Waist Cincher Belt Corset Shaper	Apparel	5	4	5	N	Y	Great for the price	Material is good i am a size 5 in jeans and ordered a small and it fits great only thing is I just had my appendix removed so won't be wearing it until I'm fully healed. Can't wait!	2015-08-29
US	5270853	RNVW46ZA7C3WT	B013YN86HS	97119477	Zando Toddler Infant Baby Cotton Soft Cute Knit Kids Hat Beanies Cap	Apparel	5	0	1	N	Y	Five Stars	Fits great	2015-08-28
US	3520596	R342SFMW71GD2	B013YKKR8M	210329212	Fashiondio Women's 3/4 Sleeve Draped Open Front Cardigan	Apparel	5	0	0	N	N	Very good quality cardigan	Purchased this from the manufacture directly.  Very good quality cardigan.	2015-08-15
US	2516187	RCBU19U8TG2KM	B013YF3VDA	77873074	Vannice Women Summer Casual Cotton Black Print Mini Plus Size T Shirt Dress	Apparel	5	0	1	N	N	Pretty dress	I bought this dress because I loved the design but however I felt like I could use this dress as a top instead because it turns out that this dress is pretty short.I did not need to even modify this dress to make it into a top because while a bit long as a top it looks very nice as just that.I wore it out and was very happy with how breathable and light it was not to mention plyable because it is made from cotton.This dress is not cheaply made,no loose threads and very durable.I highly recommend this dress weather you wear this as a dress or a top it's very pretty on and looks dressed up while being casual.I got this product for purpose of review,all views and claims are 100 percent my own.	2015-08-30
US	11003977	R1BVFTJX62AO80	B013YES5UA	104076799	Nlife Womens Sexy Loose Color Block Party Evening Cocktail Mini Dress	Apparel	4	1	1	N	N	Too sheer and too small.	I ordered a medium per the size chart, I'm normally an 8. It is way too small. I can't even get it over my shoulders, and it is tight on the arms. The fabric is very thin and sheer. The only part of the dress that's lined is the top portion. In the model pic, you can see a lining on the bottom portion. It is not there. The dress is very well made. No zippers...one pearl button closure at the base of the neck.<br />I received this product at a discount in exchange for my unbiased review. Opinions are my own.	2015-08-29
US	11003977	R3VVB42T426MQW	B013YERWWW	727568658	Nlife Womens Tunic Embroidery Lace Long Sleeve Irregular Hem Loose Dress	Apparel	4	0	0	N	N	Pretty lace sleeve detail.	I ordered a medium, I'm a size 8 usually...arrived a L....which they explain that the L is a U.S. m I. The sizing chart. Fits great!  It is more of a shiny fabric than I expected. It's hard to tell from the pic, it looked cottony to me. This makes it look dressier, and a little more clingy. The lace sleeve design is very pretty, where the lace is there is no fabric underneath, so your skin shows underneath. I ordered the red color, it is a very pretty shade of red, with a slight orange tinge. I found a few loose threads in the lace and seams. As for length, it is shorter than I imagined. I'm 5'4&#34;, short.....the hem I. The back comes to the bottom of my bottom. I plan to wear this with leggings. It can be dressed up with heels, and pretty jewelry, or dressed down with leggings or jeans. It is a versatile top. It is very stretchy, and soft against the skin.<br />I received this product at a discount in exchange for my unbiased review. Opinions are my own.	2015-08-29
US	48584504	R2RPTNPR9NKY14	B013XZ1SEU	247780283	Patch Squad Men's Texas Flag Punisher Flag Patches	Apparel	5	0	0	N	Y	Great Patch	Great patch work, was worried it might be done in a cheap manner but was impressed.	2015-08-29
US	21646689	RR3BX15DKVNOZ	B013XY5IX8	29144565	WDCS El Sound Activated Novelty Party Toy Neckties For Rave EDM Clubbing and Halloween Party	Apparel	5	0	0	N	N	Great tie..It looks amazing on!	We could not wait to open this.  I have to say this is the most fun tie I have ever seen in my life!  We turned on the music and turned on and turned out the lights and let it do its thing.  It was so much fun to watch!  I said ok now this is cool.  I did purchase this as a Christmas gift so we had to put it away ;o(  Obviously because it is electronic you can't just toss it in the watch you would spot clean it.  The battery area is easy to get to and easy to replace.  the tie without being lit up is a beautiful color and conceals how awesome it really is.  I highly recommend this tie!  For any fun loving guy in your life or if you are a fun loving guy this NEEDS to be in your arsenal.<br /><br />I did receive a discount in exchange for my honest review.  But this is well worth the retail price.  Id pay it over and over again for this one!	2015-08-30
US	1733909	R1UXSWTDZEJH00	B013XXGRRA	437947228	(ProCosplay) Devil May Cry 3 Vergil Cosplay Costume Custom mp002710	Apparel	1	0	1	N	N	so close to perfect....	Why the hell is the coat not a coat? Everything else about this is amazing quality and 10 out of 10 except THE MOST IMPORTANT THING THERE COULD POSSIBLY BE IN A VERGIL COSPLAY	2015-08-16
US	28808218	REDSWQAHPHT2F	B013XO4CN0	398432814	Gioberti Men's Short Sleeve Plaid Western Shirt	Apparel	3	0	1	N	Y	XL is not XL!	It's a gorgeous shirt, but don't believe the comments that it fits as it's supposed to. An X-Large is more like a Medium. Don't get me wrong - I'm a big guy, I admit that. Nonetheless, the measurement guidelines do not apply to these shirts in X-Large, at least. If ordering XL or larger, I'd advise going up a size or more.	2015-08-27
US	23743300	RL2BR6DGDXMGW	B013XHIO4A	210762651	Evil Corp Mr Robot Computer Hacker Mens Shirt X-Large Red	Apparel	5	2	4	N	Y	love it!	High quality construction, love it!	2015-08-27
US	22226195	R3G7EP6GHEUIH	B013XH14AG	196468710	Spanx Women's Shape My Open-Bust Mid-Thigh Bodysuit Blk S	Apparel	5	1	2	N	N	Feels great!	Skeptical, but wanted to try the Spanx bodysuit, & I'm glad I did! Lightweight & comfortable, with minor control, this is exactly what I wanted.	2015-08-31
US	36344007	R5LZSVHK60T8S	B013XFXUE6	90057384	Hot Ass Tees Adult Novelty Donald Trump Presidency T-shirt	Apparel	5	0	0	N	N	Soon to be a piece of history.	This was received for free or at a discount for my honest thoughts and review. All thoughts are my own and no other's. This review is in the guidelines of the FTC.<br /><br />This shirt is not just an election shirt, it's a piece of history, a Novelty.  Anything that can be a piece of history, I'm interested in.  I love things that tell a story of something that happened a long time ago.  It's like something you can sit on the front porch with your parents or grandparents and listen to stories of when they were small.  I miss those days.  Now I share stories with my children.  I just hope it's a while before I end up sharing with grandchildren.  If you're into history, I highly recommend this to you as well.	2015-08-31
US	21059161	R3QZ5Z48PK02SR	B013XFTMMK	827310083	Comfy Robes Men's Hotel Luxury Chenille Bathrobe	Apparel	5	1	1	N	N	Great robe!	I bought this robe as a birthday gift for my son. He loves it and wears it almost daily. The robe is soft and very comfortable. The description says generously sized -- I bought a small/medium for him and it is roomy but not too much. He's 5'10&#34; and slender. The robe is large enough for him to wrap up in, but not so large it is bothersome. The description says 3/4 length sleeves, which is the only thing incorrect. The sleeves are full length on my son. I am happy with the purchase, and so is my son. I would recommend it to others and I would buy it again.	2015-08-19
US	45155471	RWC2QQXR65DBR	B013XF7PJC	593995130	Utex Canada Men’s Zip Off Cargo Outdoor Hiking Pants Convertible to Shorts (L 36-38, Indigo)	Apparel	5	2	2	N	N	Great pants	Bought these from another vendor.  Great pants.  Comfortable,  easy to remove and reattach  lower leg portion even when wearing them. They launder very well. The belt is useless, otherwise , my only complaint is that my size is not available on Amazon. Still, a solid 5 star rating!	2015-08-19
US	52652310	R325YFJ37F82YZ	B013XA0CFG	70653019	Keep Calm and Wear Pink (Unisex T-shirt)	Apparel	5	0	0	N	N	Nice Shirt	A super soft shirt and the print was perfect!	2015-08-16
US	14214234	RI9E6YITZLVPM	B013X6I2DO	955042173	Solid Color Folding Fans - Set Of Dozen Assorted Color Fans For Hot Summer Days	Apparel	1	1	1	N	Y	be careful	Most of the fan rip just by opening them up, so wasted money...	2015-08-25
US	1061524	R3VQIQFZLU6NV4	B013X0HZHO	611188170	YRYH Lady's Push-Up Seamless Strapless Comfortable Bra	Apparel	5	0	0	N	N	Five Stars	You must love it!	2015-08-15
US	50281758	R1BFFNBAQ0ZCXQ	B013WVF8MI	26075134	Babymetal Fox Faces Big Brixton Event UK Tour 2014 Official New Black T Shirt	Apparel	5	0	2	N	N	TEE-TS.	TEE-TS!  I got a large, and it fits like all my other large band t's	2015-08-19
US	47349716	R6BLLW6E2FTQD	B013WSUYKW	41283881	Big Elephant 20 Pieces Large 4"-5" Women Toddlers Kids Baby Girls Boutique Alligator Clip Grosgrain Ribbon Headbands Hair Bows Clips Bowknots Pin Nhb	Apparel	5	0	0	N	N	The quality is great and there's a bow for every occasion	My daughter loves these bows and loves having such a variety to choose from. The quality is great and there's a bow for every occasion. I received these bows at a discounted rate in exchange for my honest review, but and I'm so glad that I took a chance on them!	2015-08-21
US	51153274	R156WHYDKZ9LYJ	B013WSUYKW	41283881	Big Elephant 20 Pieces Large 4"-5" Women Toddlers Kids Baby Girls Boutique Alligator Clip Grosgrain Ribbon Headbands Hair Bows Clips Bowknots Pin Nhb	Apparel	5	4	4	N	N	Absolutely adorable!	I love these bows.  Initially I thought the size might be too large, but they're not, they look great on my 6 1/2 yr olds hair.  The construction is very nice.  They have alligator clips without the teeth so they slide in easily and don't snag her hair.  The colors are beautiful and it's a great variety.	2015-08-24
US	49325586	R2ZI5HZCQUA4D6	B013WSUYFM	41283881	Big Elephant 20 Pieces Large 4"-5" Women Toddlers Kids Baby Girls Boutique Alligator Clip Grosgrain Ribbon Headbands Hair Bows Clips Bowknots Pin Nhb	Apparel	5	0	0	N	N	Large & Well Made	Our toddler is just getting enough hair to have bows, so I was very excited about this pack.<br /><br />The bows are large, essentially 'cheer' size. They cover the entire back of the head of our 1.5 year old. The colors are very bright. The bows are well made and fastened securely to the clip. The clip itself is the smooth alligator style &#60;.<br /><br />They are very lovely and unique. Great gift idea!<br /><br />I received this product at a promotional discount in order to test the product and leave an unbiased review.	2015-08-26
US	22777628	R31O53OP66V8T5	B013WSUMH2	159451112	Zonars Women's Floral Chiffon Jumpsuit White, Medium	Apparel	2	0	0	N	Y	Too short and runs small.	I purchased this item and it arrived after a couple of weeks. I got the size that fit 8-10 and when I tried it on it ran way too small. Considering that I'm a size 6 in dresses, the sizes are way off for me. It's very low cut and short. I plan on returning it.	2015-08-15
US	20267251	RZFXMQG74CPNK	B013WR6PP6	724041917	Zonars Women's Side Slit Beach Mini T Shirt Dresses White, Medium	Apparel	1	0	0	N	Y	The material is like spandex, not jersey like	Do not waistttttttttttt your money. This is the worseeeeeeee. The material is like spandex, not jersey like, nothing like the picture. Nothingggggg. I want a refund NOWWWW😠😠😠	2015-08-16
